# $Id$
# PcbXY Version 1.0
# Date: Wed Jan 28 23:52:37 2009 UTC
# Author: Luke Orland
# Title: bien sucia - PCB X-Y
# RefDes, Description, Value, X, Y, rotation, top/bottom
# X,Y in mils.  rotation in degrees.
# --------------------------------------------
(unknown),"pin.fp","unknown",1800.00,4800.00,0,top
(unknown),"pin.fp","unknown",2200.00,4800.00,0,top
(unknown),"pin.fp","unknown",2300.00,4800.00,0,top
(unknown),"pin.fp","unknown",1600.00,4700.00,0,top
(unknown),"pin.fp","unknown",1700.00,4700.00,0,top
(unknown),"pin.fp","unknown",1500.00,4700.00,0,top
(unknown),"pin.fp","unknown",2100.00,4700.00,0,top
(unknown),"pin.fp","unknown",2000.00,4700.00,0,top
(unknown),"pin.fp","unknown",1900.00,4700.00,0,top
(unknown),"pin.fp","unknown",1800.00,4700.00,0,top
(unknown),"pin.fp","unknown",2200.00,4700.00,0,top
(unknown),"pin.fp","unknown",2300.00,4700.00,0,top
(unknown),"pin.fp","unknown",1600.00,4600.00,0,top
(unknown),"pin.fp","unknown",1700.00,4600.00,0,top
(unknown),"pin.fp","unknown",1500.00,4600.00,0,top
(unknown),"pin.fp","unknown",2100.00,4600.00,0,top
(unknown),"pin.fp","unknown",2000.00,4600.00,0,top
(unknown),"pin.fp","unknown",1900.00,4600.00,0,top
(unknown),"pin.fp","unknown",1800.00,4600.00,0,top
(unknown),"pin.fp","unknown",2200.00,4600.00,0,top
(unknown),"pin.fp","unknown",2300.00,4600.00,0,top
(unknown),"pin.fp","unknown",1600.00,3700.00,0,top
(unknown),"pin.fp","unknown",1700.00,3700.00,0,top
(unknown),"pin.fp","unknown",1500.00,3700.00,0,top
(unknown),"pin.fp","unknown",2100.00,3700.00,0,top
(unknown),"pin.fp","unknown",2000.00,3700.00,0,top
(unknown),"pin.fp","unknown",1900.00,3700.00,0,top
(unknown),"pin.fp","unknown",1800.00,3700.00,0,top
(unknown),"pin.fp","unknown",2200.00,3700.00,0,top
(unknown),"pin.fp","unknown",2300.00,3700.00,0,top
(unknown),"pin.fp","unknown",1600.00,4500.00,0,top
CONN6,"CONNECTOR-6-1","unknown",3100.00,3150.00,90,top
CONN8,"CONNECTOR-8-1","unknown",1400.00,4150.00,90,top
CONN7,"CONNECTOR-8-1","unknown",1400.00,3250.00,90,top
U1,"ARDUINO_USB_EXPANSION.fp","unknown",2114.29,3600.00,180,top
(unknown),"pin.fp","unknown",2700.00,3600.00,0,top
(unknown),"pin.fp","unknown",2800.00,3600.00,0,top
(unknown),"pin.fp","unknown",2900.00,3600.00,0,top
(unknown),"pin.fp","unknown",2400.00,3600.00,0,top
(unknown),"pin.fp","unknown",2500.00,3600.00,0,top
(unknown),"pin.fp","unknown",2600.00,3600.00,0,top
(unknown),"pin.fp","unknown",1600.00,3600.00,0,top
(unknown),"pin.fp","unknown",1700.00,3600.00,0,top
(unknown),"pin.fp","unknown",1500.00,3600.00,0,top
(unknown),"pin.fp","unknown",2100.00,3600.00,0,top
(unknown),"pin.fp","unknown",2000.00,3600.00,0,top
(unknown),"pin.fp","unknown",1900.00,3600.00,0,top
(unknown),"pin.fp","unknown",1800.00,3600.00,0,top
(unknown),"pin.fp","unknown",2200.00,3600.00,0,top
(unknown),"pin.fp","unknown",400.00,2500.00,0,top
(unknown),"pin.fp","unknown",500.00,2500.00,0,top
(unknown),"pin.fp","unknown",300.00,2500.00,0,top
(unknown),"pin.fp","unknown",900.00,2500.00,0,top
(unknown),"pin.fp","unknown",800.00,2500.00,0,top
(unknown),"pin.fp","unknown",700.00,2500.00,0,top
(unknown),"pin.fp","unknown",600.00,2500.00,0,top
(unknown),"pin.fp","unknown",1900.00,2500.00,0,top
(unknown),"pin.fp","unknown",1800.00,2500.00,0,top
(unknown),"pin.fp","unknown",1700.00,2500.00,0,top
(unknown),"pin.fp","unknown",1500.00,2500.00,0,top
(unknown),"pin.fp","unknown",1400.00,2500.00,0,top
(unknown),"pin.fp","unknown",1300.00,2500.00,0,top
(unknown),"pin.fp","unknown",1200.00,2500.00,0,top
(unknown),"pin.fp","unknown",1000.00,2500.00,0,top
(unknown),"pin.fp","unknown",1100.00,2500.00,0,top
(unknown),"pin.fp","unknown",1600.00,2500.00,0,top
(unknown),"pin.fp","unknown",2000.00,2500.00,0,top
(unknown),"pin.fp","unknown",400.00,2600.00,0,top
(unknown),"pin.fp","unknown",500.00,2600.00,0,top
(unknown),"pin.fp","unknown",300.00,2600.00,0,top
(unknown),"pin.fp","unknown",900.00,2600.00,0,top
(unknown),"pin.fp","unknown",800.00,2600.00,0,top
(unknown),"pin.fp","unknown",700.00,2600.00,0,top
(unknown),"pin.fp","unknown",600.00,2600.00,0,top
(unknown),"pin.fp","unknown",1900.00,2600.00,0,top
(unknown),"pin.fp","unknown",1800.00,2600.00,0,top
(unknown),"pin.fp","unknown",1700.00,2600.00,0,top
(unknown),"pin.fp","unknown",1500.00,2600.00,0,top
(unknown),"pin.fp","unknown",1400.00,2600.00,0,top
(unknown),"pin.fp","unknown",1300.00,2600.00,0,top
(unknown),"pin.fp","unknown",1200.00,2600.00,0,top
(unknown),"pin.fp","unknown",1000.00,2600.00,0,top
(unknown),"pin.fp","unknown",1100.00,2600.00,0,top
(unknown),"pin.fp","unknown",1600.00,2600.00,0,top
(unknown),"pin.fp","unknown",2000.00,2600.00,0,top
(unknown),"pin.fp","unknown",400.00,2700.00,0,top
(unknown),"pin.fp","unknown",500.00,2700.00,0,top
(unknown),"pin.fp","unknown",300.00,2700.00,0,top
(unknown),"pin.fp","unknown",900.00,2700.00,0,top
(unknown),"pin.fp","unknown",800.00,2700.00,0,top
(unknown),"pin.fp","unknown",700.00,2700.00,0,top
(unknown),"pin.fp","unknown",600.00,2700.00,0,top
(unknown),"pin.fp","unknown",1900.00,2700.00,0,top
(unknown),"pin.fp","unknown",1800.00,2700.00,0,top
(unknown),"pin.fp","unknown",1700.00,2700.00,0,top
(unknown),"pin.fp","unknown",1500.00,2700.00,0,top
(unknown),"pin.fp","unknown",1400.00,2700.00,0,top
(unknown),"pin.fp","unknown",1300.00,2700.00,0,top
(unknown),"pin.fp","unknown",1200.00,2700.00,0,top
(unknown),"pin.fp","unknown",1000.00,2700.00,0,top
(unknown),"pin.fp","unknown",1100.00,2700.00,0,top
(unknown),"pin.fp","unknown",1600.00,2700.00,0,top
(unknown),"pin.fp","unknown",2000.00,2700.00,0,top
(unknown),"pin.fp","unknown",1700.00,4500.00,0,top
(unknown),"pin.fp","unknown",1500.00,4500.00,0,top
(unknown),"pin.fp","unknown",2100.00,4500.00,0,top
(unknown),"pin.fp","unknown",2000.00,4500.00,0,top
(unknown),"pin.fp","unknown",1900.00,4500.00,0,top
(unknown),"pin.fp","unknown",1800.00,4500.00,0,top
(unknown),"pin.fp","unknown",2200.00,4500.00,0,top
(unknown),"pin.fp","unknown",2300.00,4500.00,0,top
(unknown),"pin.fp","unknown",1600.00,4400.00,0,top
(unknown),"pin.fp","unknown",1700.00,4400.00,0,top
(unknown),"pin.fp","unknown",1500.00,4400.00,0,top
(unknown),"pin.fp","unknown",2100.00,4400.00,0,top
(unknown),"pin.fp","unknown",2000.00,4400.00,0,top
(unknown),"pin.fp","unknown",1900.00,4400.00,0,top
(unknown),"pin.fp","unknown",1800.00,4400.00,0,top
(unknown),"pin.fp","unknown",2200.00,4400.00,0,top
(unknown),"pin.fp","unknown",2300.00,4400.00,0,top
(unknown),"pin.fp","unknown",1600.00,4300.00,0,top
(unknown),"pin.fp","unknown",1700.00,4300.00,0,top
(unknown),"pin.fp","unknown",1500.00,4300.00,0,top
(unknown),"pin.fp","unknown",2100.00,4300.00,0,top
(unknown),"pin.fp","unknown",2000.00,4300.00,0,top
(unknown),"pin.fp","unknown",1900.00,4300.00,0,top
(unknown),"pin.fp","unknown",1800.00,4300.00,0,top
(unknown),"pin.fp","unknown",2200.00,4300.00,0,top
(unknown),"pin.fp","unknown",2300.00,4300.00,0,top
(unknown),"pin.fp","unknown",1600.00,4200.00,0,top
(unknown),"pin.fp","unknown",1700.00,4200.00,0,top
(unknown),"pin.fp","unknown",1500.00,4200.00,0,top
(unknown),"pin.fp","unknown",2100.00,4200.00,0,top
(unknown),"pin.fp","unknown",2000.00,4200.00,0,top
(unknown),"pin.fp","unknown",1900.00,4200.00,0,top
(unknown),"pin.fp","unknown",1800.00,4200.00,0,top
(unknown),"pin.fp","unknown",2200.00,4200.00,0,top
(unknown),"pin.fp","unknown",2300.00,4200.00,0,top
(unknown),"pin.fp","unknown",1600.00,4100.00,0,top
(unknown),"pin.fp","unknown",1700.00,4100.00,0,top
(unknown),"pin.fp","unknown",1500.00,4100.00,0,top
(unknown),"pin.fp","unknown",2100.00,4100.00,0,top
(unknown),"pin.fp","unknown",2000.00,4100.00,0,top
(unknown),"pin.fp","unknown",1900.00,4100.00,0,top
(unknown),"pin.fp","unknown",1800.00,4100.00,0,top
(unknown),"pin.fp","unknown",2200.00,4100.00,0,top
(unknown),"pin.fp","unknown",2300.00,4100.00,0,top
(unknown),"pin.fp","unknown",1600.00,4000.00,0,top
(unknown),"pin.fp","unknown",1700.00,4000.00,0,top
(unknown),"pin.fp","unknown",1500.00,4000.00,0,top
(unknown),"pin.fp","unknown",2100.00,4000.00,0,top
(unknown),"pin.fp","unknown",2000.00,4000.00,0,top
(unknown),"pin.fp","unknown",1900.00,4000.00,0,top
(unknown),"pin.fp","unknown",1800.00,4000.00,0,top
(unknown),"pin.fp","unknown",2200.00,4000.00,0,top
(unknown),"pin.fp","unknown",2300.00,4000.00,0,top
(unknown),"pin.fp","unknown",1600.00,3900.00,0,top
(unknown),"pin.fp","unknown",1700.00,3900.00,0,top
(unknown),"pin.fp","unknown",1500.00,3900.00,0,top
(unknown),"pin.fp","unknown",2100.00,3900.00,0,top
(unknown),"pin.fp","unknown",2000.00,3900.00,0,top
(unknown),"pin.fp","unknown",1900.00,3900.00,0,top
(unknown),"pin.fp","unknown",1800.00,3900.00,0,top
(unknown),"pin.fp","unknown",2200.00,3900.00,0,top
(unknown),"pin.fp","unknown",2300.00,3900.00,0,top
(unknown),"pin.fp","unknown",1600.00,3800.00,0,top
(unknown),"pin.fp","unknown",1700.00,3800.00,0,top
(unknown),"pin.fp","unknown",1500.00,3800.00,0,top
(unknown),"pin.fp","unknown",2100.00,3800.00,0,top
(unknown),"pin.fp","unknown",2000.00,3800.00,0,top
(unknown),"pin.fp","unknown",1900.00,3800.00,0,top
(unknown),"pin.fp","unknown",1800.00,3800.00,0,top
(unknown),"pin.fp","unknown",2200.00,3800.00,0,top
(unknown),"pin.fp","unknown",2300.00,3800.00,0,top
(unknown),"pin.fp","unknown",2900.00,5100.00,0,top
CONN8,"CONNECTOR-8-1","unknown",1200.00,4150.00,90,top
(unknown),"pin.fp","unknown",4100.00,3800.00,0,top
(unknown),"pin.fp","unknown",4100.00,3700.00,0,top
(unknown),"pin.fp","unknown",4100.00,3600.00,0,top
(unknown),"pin.fp","unknown",4100.00,3400.00,0,top
(unknown),"pin.fp","unknown",4100.00,3300.00,0,top
(unknown),"pin.fp","unknown",4100.00,3200.00,0,top
(unknown),"pin.fp","unknown",4100.00,3100.00,0,top
(unknown),"pin.fp","unknown",4100.00,3000.00,0,top
(unknown),"pin.fp","unknown",4100.00,2900.00,0,top
H2,"A31_screwhole","unknown",2225.00,3225.00,0,top
(unknown),"pin.fp","unknown",2700.00,5000.00,0,top
(unknown),"pin.fp","unknown",2800.00,5000.00,0,top
(unknown),"pin.fp","unknown",2900.00,5000.00,0,top
(unknown),"pin.fp","unknown",2700.00,4900.00,0,top
(unknown),"pin.fp","unknown",2800.00,4900.00,0,top
(unknown),"pin.fp","unknown",2900.00,4900.00,0,top
(unknown),"pin.fp","unknown",2700.00,4800.00,0,top
CONN5,"CONNECTOR-6-1","unknown",3100.00,3850.00,90,top
(unknown),"pin.fp","unknown",4100.00,2500.00,0,top
(unknown),"pin.fp","unknown",4100.00,2600.00,0,top
(unknown),"pin.fp","unknown",4100.00,2700.00,0,top
(unknown),"pin.fp","unknown",4000.00,4900.00,0,top
(unknown),"pin.fp","unknown",3900.00,4900.00,0,top
(unknown),"pin.fp","unknown",3800.00,4900.00,0,top
(unknown),"pin.fp","unknown",3700.00,4900.00,0,top
(unknown),"pin.fp","unknown",3600.00,4900.00,0,top
(unknown),"pin.fp","unknown",3500.00,4900.00,0,top
(unknown),"pin.fp","unknown",3400.00,4900.00,0,top
(unknown),"pin.fp","unknown",4000.00,4800.00,0,top
(unknown),"pin.fp","unknown",3900.00,4800.00,0,top
(unknown),"pin.fp","unknown",3800.00,4800.00,0,top
(unknown),"pin.fp","unknown",3700.00,4800.00,0,top
(unknown),"pin.fp","unknown",3600.00,4800.00,0,top
(unknown),"pin.fp","unknown",3500.00,4800.00,0,top
(unknown),"pin.fp","unknown",3400.00,4800.00,0,top
(unknown),"pin.fp","unknown",4000.00,5000.00,0,top
(unknown),"pin.fp","unknown",3900.00,5000.00,0,top
(unknown),"pin.fp","unknown",3800.00,5000.00,0,top
(unknown),"pin.fp","unknown",3700.00,5000.00,0,top
(unknown),"pin.fp","unknown",3600.00,5000.00,0,top
(unknown),"pin.fp","unknown",3500.00,5000.00,0,top
(unknown),"pin.fp","unknown",3400.00,5000.00,0,top
(unknown),"pin.fp","unknown",4000.00,5100.00,0,top
(unknown),"pin.fp","unknown",3900.00,5100.00,0,top
(unknown),"pin.fp","unknown",3800.00,5100.00,0,top
(unknown),"pin.fp","unknown",3700.00,5100.00,0,top
(unknown),"pin.fp","unknown",3600.00,5100.00,0,top
(unknown),"pin.fp","unknown",3500.00,5100.00,0,top
(unknown),"pin.fp","unknown",3400.00,5100.00,0,top
(unknown),"pin.fp","unknown",400.00,5100.00,0,top
(unknown),"pin.fp","unknown",500.00,5100.00,0,top
(unknown),"pin.fp","unknown",300.00,5100.00,0,top
(unknown),"pin.fp","unknown",900.00,5100.00,0,top
(unknown),"pin.fp","unknown",800.00,5100.00,0,top
(unknown),"pin.fp","unknown",700.00,5100.00,0,top
(unknown),"pin.fp","unknown",600.00,5100.00,0,top
(unknown),"pin.fp","unknown",1000.00,5100.00,0,top
(unknown),"pin.fp","unknown",1100.00,5100.00,0,top
(unknown),"pin.fp","unknown",400.00,5000.00,0,top
(unknown),"pin.fp","unknown",500.00,5000.00,0,top
(unknown),"pin.fp","unknown",300.00,5000.00,0,top
(unknown),"pin.fp","unknown",900.00,5000.00,0,top
(unknown),"pin.fp","unknown",800.00,5000.00,0,top
(unknown),"pin.fp","unknown",700.00,5000.00,0,top
(unknown),"pin.fp","unknown",600.00,5000.00,0,top
(unknown),"pin.fp","unknown",1000.00,5000.00,0,top
(unknown),"pin.fp","unknown",1100.00,5000.00,0,top
(unknown),"pin.fp","unknown",400.00,4900.00,0,top
(unknown),"pin.fp","unknown",500.00,4900.00,0,top
(unknown),"pin.fp","unknown",2300.00,3600.00,0,top
(unknown),"pin.fp","unknown",3000.00,5000.00,0,top
(unknown),"pin.fp","unknown",3000.00,4400.00,0,top
(unknown),"pin.fp","unknown",3000.00,4700.00,0,top
(unknown),"pin.fp","unknown",3000.00,4300.00,0,top
(unknown),"pin.fp","unknown",3000.00,4900.00,0,top
(unknown),"pin.fp","unknown",3000.00,4200.00,0,top
(unknown),"pin.fp","unknown",3000.00,4600.00,0,top
(unknown),"pin.fp","unknown",3000.00,4100.00,0,top
(unknown),"pin.fp","unknown",3000.00,5100.00,0,top
(unknown),"pin.fp","unknown",3000.00,4000.00,0,top
(unknown),"pin.fp","unknown",3000.00,3700.00,0,top
(unknown),"pin.fp","unknown",3000.00,3900.00,0,top
(unknown),"pin.fp","unknown",3000.00,4800.00,0,top
(unknown),"pin.fp","unknown",3000.00,3800.00,0,top
(unknown),"pin.fp","unknown",3000.00,4500.00,0,top
(unknown),"pin.fp","unknown",2700.00,5100.00,0,top
(unknown),"pin.fp","unknown",2800.00,5100.00,0,top
(unknown),"pin.fp","unknown",2400.00,2500.00,0,top
(unknown),"pin.fp","unknown",2500.00,2500.00,0,top
(unknown),"pin.fp","unknown",2300.00,2500.00,0,top
(unknown),"pin.fp","unknown",2900.00,2500.00,0,top
(unknown),"pin.fp","unknown",2800.00,2500.00,0,top
(unknown),"pin.fp","unknown",2700.00,2500.00,0,top
(unknown),"pin.fp","unknown",2600.00,2500.00,0,top
(unknown),"pin.fp","unknown",3900.00,2500.00,0,top
(unknown),"pin.fp","unknown",3800.00,2500.00,0,top
(unknown),"pin.fp","unknown",3700.00,2500.00,0,top
(unknown),"pin.fp","unknown",3500.00,2500.00,0,top
(unknown),"pin.fp","unknown",3400.00,2500.00,0,top
(unknown),"pin.fp","unknown",3300.00,2500.00,0,top
(unknown),"pin.fp","unknown",3200.00,2500.00,0,top
(unknown),"pin.fp","unknown",3000.00,2500.00,0,top
(unknown),"pin.fp","unknown",3100.00,2500.00,0,top
(unknown),"pin.fp","unknown",3600.00,2500.00,0,top
(unknown),"pin.fp","unknown",4000.00,2500.00,0,top
(unknown),"pin.fp","unknown",2400.00,2600.00,0,top
(unknown),"pin.fp","unknown",2500.00,2600.00,0,top
(unknown),"pin.fp","unknown",2300.00,2600.00,0,top
(unknown),"pin.fp","unknown",2900.00,2600.00,0,top
(unknown),"pin.fp","unknown",2800.00,2600.00,0,top
(unknown),"pin.fp","unknown",2700.00,2600.00,0,top
(unknown),"pin.fp","unknown",2600.00,2600.00,0,top
(unknown),"pin.fp","unknown",3900.00,2600.00,0,top
(unknown),"pin.fp","unknown",3800.00,2600.00,0,top
(unknown),"pin.fp","unknown",3700.00,2600.00,0,top
(unknown),"pin.fp","unknown",3500.00,2600.00,0,top
(unknown),"pin.fp","unknown",3400.00,2600.00,0,top
(unknown),"pin.fp","unknown",3300.00,2600.00,0,top
(unknown),"pin.fp","unknown",3200.00,2600.00,0,top
(unknown),"pin.fp","unknown",3000.00,2600.00,0,top
(unknown),"pin.fp","unknown",3100.00,2600.00,0,top
(unknown),"pin.fp","unknown",3600.00,2600.00,0,top
(unknown),"pin.fp","unknown",4000.00,2600.00,0,top
(unknown),"pin.fp","unknown",2400.00,2700.00,0,top
(unknown),"pin.fp","unknown",2500.00,2700.00,0,top
(unknown),"pin.fp","unknown",2300.00,2700.00,0,top
(unknown),"pin.fp","unknown",2900.00,2700.00,0,top
(unknown),"pin.fp","unknown",2800.00,2700.00,0,top
(unknown),"pin.fp","unknown",2700.00,2700.00,0,top
(unknown),"pin.fp","unknown",2600.00,2700.00,0,top
(unknown),"pin.fp","unknown",3900.00,2700.00,0,top
(unknown),"pin.fp","unknown",3800.00,2700.00,0,top
(unknown),"pin.fp","unknown",3700.00,2700.00,0,top
(unknown),"pin.fp","unknown",3500.00,2700.00,0,top
(unknown),"pin.fp","unknown",3400.00,2700.00,0,top
(unknown),"pin.fp","unknown",3300.00,2700.00,0,top
(unknown),"pin.fp","unknown",3200.00,2700.00,0,top
(unknown),"pin.fp","unknown",4100.00,4600.00,0,top
(unknown),"pin.fp","unknown",3100.00,2700.00,0,top
(unknown),"pin.fp","unknown",3600.00,2700.00,0,top
(unknown),"pin.fp","unknown",4000.00,2700.00,0,top
(unknown),"pin.fp","unknown",4000.00,4100.00,0,top
(unknown),"pin.fp","unknown",3900.00,4100.00,0,top
(unknown),"pin.fp","unknown",3800.00,4100.00,0,top
(unknown),"pin.fp","unknown",3700.00,4100.00,0,top
(unknown),"pin.fp","unknown",3600.00,4100.00,0,top
(unknown),"pin.fp","unknown",3500.00,4100.00,0,top
(unknown),"pin.fp","unknown",3400.00,4100.00,0,top
(unknown),"pin.fp","unknown",4000.00,4000.00,0,top
(unknown),"pin.fp","unknown",3900.00,4000.00,0,top
(unknown),"pin.fp","unknown",3800.00,4000.00,0,top
(unknown),"pin.fp","unknown",3700.00,4000.00,0,top
(unknown),"pin.fp","unknown",3600.00,4000.00,0,top
(unknown),"pin.fp","unknown",3500.00,4000.00,0,top
(unknown),"pin.fp","unknown",3400.00,4000.00,0,top
(unknown),"pin.fp","unknown",4000.00,3900.00,0,top
(unknown),"pin.fp","unknown",3900.00,3900.00,0,top
(unknown),"pin.fp","unknown",3800.00,3900.00,0,top
(unknown),"pin.fp","unknown",3700.00,3900.00,0,top
(unknown),"pin.fp","unknown",3600.00,3900.00,0,top
(unknown),"pin.fp","unknown",3500.00,3900.00,0,top
(unknown),"pin.fp","unknown",3400.00,3900.00,0,top
(unknown),"pin.fp","unknown",4000.00,3800.00,0,top
(unknown),"pin.fp","unknown",3900.00,3800.00,0,top
(unknown),"pin.fp","unknown",3800.00,3800.00,0,top
(unknown),"pin.fp","unknown",3700.00,3800.00,0,top
(unknown),"pin.fp","unknown",3600.00,3800.00,0,top
(unknown),"pin.fp","unknown",3500.00,3800.00,0,top
(unknown),"pin.fp","unknown",3400.00,3800.00,0,top
(unknown),"pin.fp","unknown",4000.00,3700.00,0,top
(unknown),"pin.fp","unknown",3900.00,3700.00,0,top
(unknown),"pin.fp","unknown",3800.00,3700.00,0,top
(unknown),"pin.fp","unknown",3700.00,3700.00,0,top
(unknown),"pin.fp","unknown",3600.00,3700.00,0,top
(unknown),"pin.fp","unknown",3500.00,3700.00,0,top
(unknown),"pin.fp","unknown",3400.00,3700.00,0,top
(unknown),"pin.fp","unknown",4000.00,3600.00,0,top
(unknown),"pin.fp","unknown",3900.00,3600.00,0,top
(unknown),"pin.fp","unknown",3800.00,3600.00,0,top
(unknown),"pin.fp","unknown",3700.00,3600.00,0,top
(unknown),"pin.fp","unknown",3600.00,3600.00,0,top
(unknown),"pin.fp","unknown",3500.00,3600.00,0,top
(unknown),"pin.fp","unknown",3400.00,3600.00,0,top
(unknown),"pin.fp","unknown",4000.00,3400.00,0,top
(unknown),"pin.fp","unknown",3900.00,3400.00,0,top
(unknown),"pin.fp","unknown",3800.00,3400.00,0,top
(unknown),"pin.fp","unknown",3700.00,3400.00,0,top
(unknown),"pin.fp","unknown",3600.00,3400.00,0,top
(unknown),"pin.fp","unknown",3500.00,3400.00,0,top
(unknown),"pin.fp","unknown",3400.00,3400.00,0,top
(unknown),"pin.fp","unknown",4000.00,3300.00,0,top
(unknown),"pin.fp","unknown",3900.00,3300.00,0,top
(unknown),"pin.fp","unknown",3800.00,3300.00,0,top
(unknown),"pin.fp","unknown",3700.00,3300.00,0,top
(unknown),"pin.fp","unknown",3600.00,3300.00,0,top
(unknown),"pin.fp","unknown",3500.00,3300.00,0,top
(unknown),"pin.fp","unknown",3400.00,3300.00,0,top
(unknown),"pin.fp","unknown",4000.00,3200.00,0,top
(unknown),"pin.fp","unknown",3900.00,3200.00,0,top
(unknown),"pin.fp","unknown",3800.00,3200.00,0,top
(unknown),"pin.fp","unknown",3700.00,3200.00,0,top
(unknown),"pin.fp","unknown",3600.00,3200.00,0,top
(unknown),"pin.fp","unknown",3500.00,3200.00,0,top
(unknown),"pin.fp","unknown",3400.00,3200.00,0,top
(unknown),"pin.fp","unknown",4000.00,3100.00,0,top
(unknown),"pin.fp","unknown",3900.00,3100.00,0,top
(unknown),"pin.fp","unknown",3800.00,3100.00,0,top
(unknown),"pin.fp","unknown",3700.00,3100.00,0,top
(unknown),"pin.fp","unknown",3600.00,3100.00,0,top
(unknown),"pin.fp","unknown",3500.00,3100.00,0,top
(unknown),"pin.fp","unknown",3400.00,3100.00,0,top
(unknown),"pin.fp","unknown",4000.00,3000.00,0,top
(unknown),"pin.fp","unknown",3900.00,3000.00,0,top
(unknown),"pin.fp","unknown",3800.00,3000.00,0,top
(unknown),"pin.fp","unknown",3700.00,3000.00,0,top
(unknown),"pin.fp","unknown",3600.00,3000.00,0,top
(unknown),"pin.fp","unknown",3500.00,3000.00,0,top
(unknown),"pin.fp","unknown",3400.00,3000.00,0,top
(unknown),"pin.fp","unknown",4000.00,2900.00,0,top
(unknown),"pin.fp","unknown",3900.00,2900.00,0,top
(unknown),"pin.fp","unknown",3800.00,2900.00,0,top
(unknown),"pin.fp","unknown",3700.00,2900.00,0,top
(unknown),"pin.fp","unknown",3600.00,2900.00,0,top
(unknown),"pin.fp","unknown",3500.00,2900.00,0,top
(unknown),"pin.fp","unknown",4100.00,3500.00,0,top
(unknown),"pin.fp","unknown",3400.00,2900.00,0,top
(unknown),"pin.fp","unknown",300.00,4900.00,0,top
(unknown),"pin.fp","unknown",900.00,4900.00,0,top
(unknown),"pin.fp","unknown",800.00,4900.00,0,top
(unknown),"pin.fp","unknown",700.00,4900.00,0,top
(unknown),"pin.fp","unknown",600.00,4900.00,0,top
(unknown),"pin.fp","unknown",1000.00,4900.00,0,top
CONN6,"CONNECTOR-6-1","unknown",3300.00,3150.00,90,top
CONN5,"CONNECTOR-6-1","unknown",3300.00,3850.00,90,top
(unknown),"pin.fp","unknown",3000.00,3600.00,0,top
CONN7,"CONNECTOR-8-1","unknown",1200.00,3250.00,90,top
(unknown),"pin.fp","unknown",1100.00,4900.00,0,top
(unknown),"pin.fp","unknown",400.00,4800.00,0,top
(unknown),"pin.fp","unknown",3200.00,2400.00,0,top
(unknown),"pin.fp","unknown",3000.00,2400.00,0,top
(unknown),"pin.fp","unknown",3100.00,2400.00,0,top
(unknown),"pin.fp","unknown",3600.00,2400.00,0,top
(unknown),"pin.fp","unknown",4000.00,2400.00,0,top
J4,"RJ45","unknown",3675.00,1040.00,90,top
J3,"RJ45","unknown",2675.00,1040.00,90,top
J2,"RJ45","unknown",1675.00,1040.00,90,top
CONN3,"CONNECTOR-8-1","unknown",2650.00,1450.00,0,top
CONN4,"CONNECTOR-8-1","unknown",3650.00,1450.00,0,top
CONN2,"CONNECTOR-8-1","unknown",1650.00,1450.00,0,top
J1,"RJ45","unknown",675.00,1040.00,90,top
(unknown),"pin.fp","unknown",4100.00,4700.00,0,top
(unknown),"pin.fp","unknown",1300.00,2000.00,0,top
(unknown),"pin.fp","unknown",1200.00,2000.00,0,top
(unknown),"pin.fp","unknown",1000.00,2000.00,0,top
(unknown),"pin.fp","unknown",1100.00,2000.00,0,top
(unknown),"pin.fp","unknown",1600.00,2000.00,0,top
(unknown),"pin.fp","unknown",2000.00,2000.00,0,top
(unknown),"pin.fp","unknown",400.00,2100.00,0,top
(unknown),"pin.fp","unknown",500.00,2100.00,0,top
(unknown),"pin.fp","unknown",300.00,2100.00,0,top
(unknown),"pin.fp","unknown",900.00,2100.00,0,top
(unknown),"pin.fp","unknown",800.00,2100.00,0,top
(unknown),"pin.fp","unknown",700.00,2100.00,0,top
(unknown),"pin.fp","unknown",600.00,2100.00,0,top
(unknown),"pin.fp","unknown",1900.00,2100.00,0,top
(unknown),"pin.fp","unknown",1800.00,2100.00,0,top
(unknown),"pin.fp","unknown",1700.00,2100.00,0,top
(unknown),"pin.fp","unknown",1500.00,2100.00,0,top
(unknown),"pin.fp","unknown",1400.00,2100.00,0,top
(unknown),"pin.fp","unknown",1300.00,2100.00,0,top
(unknown),"pin.fp","unknown",1200.00,2100.00,0,top
(unknown),"pin.fp","unknown",1000.00,2100.00,0,top
(unknown),"pin.fp","unknown",1100.00,2100.00,0,top
(unknown),"pin.fp","unknown",1600.00,2100.00,0,top
(unknown),"pin.fp","unknown",2000.00,2100.00,0,top
(unknown),"pin.fp","unknown",400.00,2200.00,0,top
(unknown),"pin.fp","unknown",500.00,2200.00,0,top
(unknown),"pin.fp","unknown",300.00,2200.00,0,top
(unknown),"pin.fp","unknown",900.00,2200.00,0,top
(unknown),"pin.fp","unknown",800.00,2200.00,0,top
(unknown),"pin.fp","unknown",700.00,2200.00,0,top
(unknown),"pin.fp","unknown",600.00,2200.00,0,top
(unknown),"pin.fp","unknown",1900.00,2200.00,0,top
(unknown),"pin.fp","unknown",1800.00,2200.00,0,top
(unknown),"pin.fp","unknown",1500.00,1800.00,0,top
(unknown),"pin.fp","unknown",1400.00,1800.00,0,top
